Title,Price,PID,Details
"5 Bedroom Fully Detached Duplex With Bq 
Osapa London Lekki Lagos
 5 Bedroom Fully Detached Duplex With Bq / House FOR Sale","₦ 350,000,000",Osapa London Lekki Lagos,5 Bedroom Fully Detached Duplex With Bq / House FOR Sale
"Beautiful 4 Bedroom Terrace Duplex 
Vgc Lekki Lagos
 Beautiful 4 Bedroom Terrace Duplex / House FOR Sale","₦ 85,000,000",Vgc Lekki Lagos,Beautiful 4 Bedroom Terrace Duplex / House FOR Sale
"Luxury 4 Bedroom Detached Duplex With Bq 
Chevron Lekki Lagos
 Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 170,000,000",Chevron Lekki Lagos,Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Terrace Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 450,000,000",Lekki Phase 1 Lekki Lagos,Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale
"4 Bedroom Detached Duplex With Bq 
Ajah Lagos
 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 150,000,000",Ajah Lagos,4 Bedroom Detached Duplex With Bq / House FOR Sale
"Waterfront 3 Bedroom Apartment With Bq 
Osborne Foreshore Estate Ikoyi Lagos
 Waterfront 3 Bedroom Apartment With Bq / House FOR Sale","$ 350,000",Osborne Foreshore Estate Ikoyi Lagos,Waterfront 3 Bedroom Apartment With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Megamound Estate Ikota Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 450,000,000",Megamound Estate Ikota Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Terrace Duplex 
Chevron Toll Gate Lekki Lagos
 Luxury 4 Bedroom Terrace Duplex / House FOR Sale","₦ 95,000,000",Chevron Toll Gate Lekki Lagos,Luxury 4 Bedroom Terrace Duplex / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 700,000,000",Lekki Phase 1 Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 480,000,000",Chevron Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 2 Bedroom Apartment With Bq 
Off Freedomway Lekki Lagos Lekki Phase 2 Lekki Lagos
 Luxury 2 Bedroom Apartment With Bq / Flat Apartment FOR Sale","₦ 160,000,000",Off Freedomway Lekki Lagos Lekki Phase 2 Lekki Lagos,Luxury 2 Bedroom Apartment With Bq / Flat Apartment FOR Sale
"Newly Built 4 Bedroom Terrace House 
Lekki Phase 2 Lekki Lagos
 Newly Built 4 Bedroom Terrace House / House FOR Sale","₦ 170,000,000",Lekki Phase 2 Lekki Lagos,Newly Built 4 Bedroom Terrace House / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 980,000,000",Lekki Phase 1 Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"3 Bedroom Flat With Bq 
Oniru Victoria Island Lagos
 3 Bedroom Flat With Bq / Flat Apartment FOR Sale","₦ 150,000,000",Oniru Victoria Island Lagos,3 Bedroom Flat With Bq / Flat Apartment FOR Sale
"5 Bedroom Detached Duplex With Bq 
Chevron Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 298,000,000",Chevron Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Beautiful4 Bedroom Semi Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Beautiful4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 250,000,000",Lekki Phase 1 Lekki Lagos,Beautiful4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Maisonette With Bq 
Lekki Phase 1 Lekki Lagos
 Luxury 4 Bedroom Maisonette With Bq / House FOR Sale","₦ 270,000,000",Lekki Phase 1 Lekki Lagos,Luxury 4 Bedroom Maisonette With Bq / House FOR Sale
"Contemporary Automated 5 Bedroom Detached Duplex Bq 
Royal Garden Estate Ajah Lagos
 Contemporary Automated 5 Bedroom Detached Duplex Bq / House FOR Sale","₦ 450,000,000",Royal Garden Estate Ajah Lagos,Contemporary Automated 5 Bedroom Detached Duplex Bq / House FOR Sale
"Land 
Meridian Boulevard Estate Okun Ajah Lekki Scheme Ll Abraham Adesanya Road Off Ogombo Road Okun Ajah Ajah Lagos
 Land / Land FOR Sale","₦ 70,000,000",Meridian Boulevard Estate Okun Ajah Lekki Scheme Ll Abraham Adesanya Road Off Ogombo Road Okun Ajah Ajah Lagos,Land / Land FOR Sale
"Luxury 5 Bedroom Detached Duplex 
Lekki Phase 1 Lekki Lagos
 Luxury 5 Bedroom Detached Duplex / House FOR Sale","₦ 650,000,000",Lekki Phase 1 Lekki Lagos,Luxury 5 Bedroom Detached Duplex / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 550,000,000",Lekki Phase 1 Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 850,000,000",Lekki Phase 1 Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Newly Built Three Bedroom Terrace House 
Vgc Extension Lekki Phase 2 Lekki Lagos
 Newly Built Three Bedroom Terrace House / House FOR Sale","₦ 80,000,000",Vgc Extension Lekki Phase 2 Lekki Lagos,Newly Built Three Bedroom Terrace House / House FOR Sale
"Luxury Serviced 2 Bedroom Apartment 
Ologolo Lekki Lagos
 Luxury Serviced 2 Bedroom Apartment / House FOR Sale","₦ 70,000,000",Ologolo Lekki Lagos,Luxury Serviced 2 Bedroom Apartment / House FOR Sale
"Demolishable Structure 
Ogba Lagos
 Demolishable Structure / Land FOR Sale","₦ 250,000,000",Ogba Lagos,Demolishable Structure / Land FOR Sale
"4 Bedroom Terrace Duplex With Bq 
Ikate Lekki Lagos
 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 135,000,000",Ikate Lekki Lagos,4 Bedroom Terrace Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Penthouse With Bq 
Ikate Lekki Lagos
 Luxury 5 Bedroom Penthouse With Bq / House FOR Sale","₦ 600,000,000",Ikate Lekki Lagos,Luxury 5 Bedroom Penthouse With Bq / House FOR Sale
"Nicely Built 2 Units Of 2 Bedroom Bungalow 
Kuforiji Olubi, Adigbe Abeokuta Ogun
 Nicely Built 2 Units Of 2 Bedroom Bungalow / House FOR SALE","₦ 50,000,000","Kuforiji Olubi, Adigbe Abeokuta Ogun",Nicely Built 2 Units Of 2 Bedroom Bungalow / House FOR SALE
"5 Bedroom Fully Detached Duplex With Bq 
Ajah Lagos
 5 Bedroom Fully Detached Duplex With Bq / House FOR Sale","₦ 168,000,000",Ajah Lagos,5 Bedroom Fully Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 3 Bedroom Apartment With Bq 
Old Ikoyi Ikoyi Lagos
 Contemporary Luxury 3 Bedroom Apartment With Bq / House FOR Sale","₦ 1,200,000,000",Old Ikoyi Ikoyi Lagos,Contemporary Luxury 3 Bedroom Apartment With Bq / House FOR Sale
"Half Plot Of Land 
Shomolu Lagos
 Half Plot Of Land / Land FOR Sale","₦ 45,000,000",Shomolu Lagos,Half Plot Of Land / Land FOR Sale
"Luxury Serviced 2 Bedroom Apartment 
Chevron Drive Chevron Lekki Lagos
 Luxury Serviced 2 Bedroom Apartment / House FOR Sale","₦ 85,000,000",Chevron Drive Chevron Lekki Lagos,Luxury Serviced 2 Bedroom Apartment / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Ajah Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 250,000,000",Ajah Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 390,000,000",Osapa London Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 350,000,000",Osapa London Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Beautiful Luxury 5 Bedroom Detached Duplex With Bq 
Vgc Lekki Lagos
 Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 155,000,000",Vgc Lekki Lagos,Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Beautiful Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 170,000,000",Chevron Toll Gate Chevron Lekki Lagos,Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Renovated 6 Bedroom Fully Detached Mansion 
Diplomatic Zone Maitama Abuja
 Renovated 6 Bedroom Fully Detached Mansion / House FOR SALE","₦ 2,500,000,000",Diplomatic Zone Maitama Abuja,Renovated 6 Bedroom Fully Detached Mansion / House FOR SALE
"6 Bedroom Detached Duplex With Bq 
Chevron Lekki Lagos
 6 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 270,000,000",Chevron Lekki Lagos,6 Bedroom Detached Duplex With Bq / House FOR Sale
"Serviced 2 Bedroom Apartment 
Ikate Lekki Lagos
 Serviced 2 Bedroom Apartment / Flat Apartment FOR Sale","₦ 110,000,000",Ikate Lekki Lagos,Serviced 2 Bedroom Apartment / Flat Apartment FOR Sale
"Luxury 4 Bedroom Terrace Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 450,000,000",Lekki Phase 1 Lekki Lagos,Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale
"Contemporary Luxury 4 Bedroom Maisonette With 2 Bq 
Ikoyi Lagos
 Contemporary Luxury 4 Bedroom Maisonette With 2 Bq / House FOR Sale","$ 2,000,000",Ikoyi Lagos,Contemporary Luxury 4 Bedroom Maisonette With 2 Bq / House FOR Sale
"A Newly Built 4 Bedroom Semi Detached Duplex 
Ago Okota Lagos
 A Newly Built 4 Bedroom Semi Detached Duplex / House FOR Sale","₦ 120,000,000",Ago Okota Lagos,A Newly Built 4 Bedroom Semi Detached Duplex / House FOR Sale
"Luxury 4 Bedroom Townhouse 
Ikate Lekki Lagos
 Luxury 4 Bedroom Townhouse / House FOR Sale","₦ 170,000,000",Ikate Lekki Lagos,Luxury 4 Bedroom Townhouse / House FOR Sale
"Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 150,000,000",Chevron Toll Gate Chevron Lekki Lagos,Beautiful Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Beautiful Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Lekki Lagos
 Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 310,000,000",Chevron Lekki Lagos,Beautiful Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 650,000,000",Lekki Phase 1 Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Megamound Estate Ikota Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 390,000,000",Megamound Estate Ikota Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"4 Bedroom Penthouse With Bq 
Lekki Phase 1 Lekki Lagos
 4 Bedroom Penthouse With Bq / House FOR Sale","₦ 350,000,000",Lekki Phase 1 Lekki Lagos,4 Bedroom Penthouse With Bq / House FOR Sale
"Beautiful Luxury 2 Bedroom Maisonette 
Lekki Phase 1 Lekki Lagos
 Beautiful Luxury 2 Bedroom Maisonette / House FOR Sale","₦ 140,000,000",Lekki Phase 1 Lekki Lagos,Beautiful Luxury 2 Bedroom Maisonette / House FOR Sale
"Five Bedroom Fully Detached Duplex 
Lekki Phase 1 Lekki Lagos
 Five Bedroom Fully Detached Duplex / House FOR Sale","₦ 550,000,000",Lekki Phase 1 Lekki Lagos,Five Bedroom Fully Detached Duplex / House FOR Sale
"Luxury 3 Bedroom Maisonette With Bq 
Ahmadu Bello Way Victoria Island Lagos
 Luxury 3 Bedroom Maisonette With Bq / House FOR Sale","₦ 470,000,000",Ahmadu Bello Way Victoria Island Lagos,Luxury 3 Bedroom Maisonette With Bq / House FOR Sale
"Luxury Serviced 1 Bedroom Apartment 
Lekki Phase 1 Lekki Lagos
 Luxury Serviced 1 Bedroom Apartment / House FOR Sale","₦ 120,000,000",Lekki Phase 1 Lekki Lagos,Luxury Serviced 1 Bedroom Apartment / House FOR Sale
"Luxury 4 Bedroom Detached Duplex With Bq 
Vgc Lekki Lagos
 Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 200,000,000",Vgc Lekki Lagos,Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Detached Duplex With Bq 
Ajah Lagos
 Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 180,000,000",Ajah Lagos,Luxury 4 Bedroom Detached Duplex With Bq / House FOR Sale
"Newly Built 3 Bedroom Apartment 
Millenuim Ups Gbagada Lagos
 Newly Built 3 Bedroom Apartment / Flat Apartment FOR Sale","₦ 75,000,000",Millenuim Ups Gbagada Lagos,Newly Built 3 Bedroom Apartment / Flat Apartment FOR Sale
"Land 
Chevy Castle Acres Estate Chevron Lekki Lagos
 Land / Land FOR Sale","₦ 55,000,000",Chevy Castle Acres Estate Chevron Lekki Lagos,Land / Land FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Ajah Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 160,000,000",Ajah Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Newly Built 4 Bedroom Terrace Duplex Semi Finished 
Guzape By Coza Guzape Abuja
 Newly Built 4 Bedroom Terrace Duplex Semi Finished / House FOR Sale","₦ 220,000,000",Guzape By Coza Guzape Abuja,Newly Built 4 Bedroom Terrace Duplex Semi Finished / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 190,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 6 Bedroom Detached Duplex + Bq 
Lekki Phase 1 Lekki Lagos
 Luxury 6 Bedroom Detached Duplex + Bq / House FOR Sale","₦ 690,000,000",Lekki Phase 1 Lekki Lagos,Luxury 6 Bedroom Detached Duplex + Bq / House FOR Sale
"3 Bedroom Bungalow 
Igando Ikotun Igando Lagos
 3 Bedroom Bungalow / House FOR Sale","₦ 20,000,000",Igando Ikotun Igando Lagos,3 Bedroom Bungalow / House FOR Sale
"Beautiful 4 Bedroom Semi Detached Duplex With Bq 
Ajah Lagos
 Beautiful 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 110,000,000",Ajah Lagos,Beautiful 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Pinnock Beach Estate Osapa London Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 1,300,000,000",Pinnock Beach Estate Osapa London Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 400,000,000",Osapa London Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 4 Bedroom Terrace Duplex With Bq 
Ikate Lekki Lagos
 Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 300,000,000",Ikate Lekki Lagos,Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale
"5 Bedroom Duplex 
Area 8 Garki 1 Abuja
 5 Bedroom Duplex / House FOR Sale","₦ 250,000,000",Area 8 Garki 1 Abuja,5 Bedroom Duplex / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Ikate Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 400,000,000",Ikate Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Newly Built 4 Bedroom Fully Detached Duplex 
Guzape By Coza Guzape Abuja
 Newly Built 4 Bedroom Fully Detached Duplex / House FOR Sale","₦ 400,000,000",Guzape By Coza Guzape Abuja,Newly Built 4 Bedroom Fully Detached Duplex / House FOR Sale
"8 Bedroom Duplex With Basement, Carcass Level 
Guzape By Coza Guzape Abuja
 8 Bedroom Duplex With Basement, Carcass Level / House FOR Sale","₦ 450,000,000",Guzape By Coza Guzape Abuja,"8 Bedroom Duplex With Basement, Carcass Level / House FOR Sale"
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Drive Chevron Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 450,000,000",Chevron Drive Chevron Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Newly Built 4 Bedroom Terrace Duplex With A Bq 
Guzape By Coza Guzape Abuja
 Newly Built 4 Bedroom Terrace Duplex With A Bq / House FOR Sale","₦ 250,000,000",Guzape By Coza Guzape Abuja,Newly Built 4 Bedroom Terrace Duplex With A Bq / House FOR Sale
"Brand New Two Bedroom Apartment 
Ikate Lekki Lagos Ikate Lekki Lagos
 Brand New Two Bedroom Apartment / Flat Apartment FOR Sale","₦ 140,000,000",Ikate Lekki Lagos Ikate Lekki Lagos,Brand New Two Bedroom Apartment / Flat Apartment FOR Sale
"Luxury 4 Bedroom Semi Detached Duplex With Bq 
Ajah Lagos
 Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 110,000,000",Ajah Lagos,Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Luxury Serviced 3 Bedroom Apartment 
Lekki Phase 1 Lekki Lagos
 Luxury Serviced 3 Bedroom Apartment / House FOR Sale","₦ 260,000,000",Lekki Phase 1 Lekki Lagos,Luxury Serviced 3 Bedroom Apartment / House FOR Sale
"A Magnificent Fully Detached 5bedroom Duplex 
Ikoyi Lagos
 A Magnificent Fully Detached 5bedroom Duplex / House FOR Sale","₦ 1,600,000,000",Ikoyi Lagos,A Magnificent Fully Detached 5bedroom Duplex / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Ajah Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 150,000,000",Ajah Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Contemporary 4 Bedroom Fully Detached Duplex 
Orchid Lekki Lagos
 Contemporary 4 Bedroom Fully Detached Duplex / House FOR Sale","₦ 200,000,000",Orchid Lekki Lagos,Contemporary 4 Bedroom Fully Detached Duplex / House FOR Sale
"3 Bedroom Apartments + Swimming Pool, Elevator&gym 
Phoenix Towers Eko Atlantic City Victoria Island Lagos
 3 Bedroom Apartments + Swimming Pool, Elevator&gym / Flat Apartment FOR Sale","$ 249,900",Phoenix Towers Eko Atlantic City Victoria Island Lagos,"3 Bedroom Apartments + Swimming Pool, Elevator&gym / Flat Apartment FOR Sale"
"Site And Serviced 600sqm Of Land 
Beachfront Park And Garden Estate Eleko Ibeju Lekki Lagos
 Site And Serviced 600sqm Of Land / Land FOR SALE","₦ 8,500,000",Beachfront Park And Garden Estate Eleko Ibeju Lekki Lagos,Site And Serviced 600sqm Of Land / Land FOR SALE
"Serviced 2 Bedroom Apartment 
Lekki Phase 1 Lekki Lagos
 Serviced 2 Bedroom Apartment / Flat Apartment FOR Sale","₦ 250,000,000",Lekki Phase 1 Lekki Lagos,Serviced 2 Bedroom Apartment / Flat Apartment FOR Sale
"Newly Built 3bedroom Apartment In Secured Estate 
Secured Estate Millenuim Ups Gbagada Lagos
 Newly Built 3bedroom Apartment In Secured Estate / House FOR Sale","₦ 6,000,000",Secured Estate Millenuim Ups Gbagada Lagos,Newly Built 3bedroom Apartment In Secured Estate / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 550,000,000",Osapa London Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 350,000,000",Osapa London Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"300sqm Of Residential Land 
Eleko Ibeju Lekki Lagos
 300sqm Of Residential Land / Land FOR Sale","₦ 18,000,000",Eleko Ibeju Lekki Lagos,300sqm Of Residential Land / Land FOR Sale
"Tastefully Finished 4 Bedroom Terrace Duplex 
Guzape Main Guzape Abuja
 Tastefully Finished 4 Bedroom Terrace Duplex / House FOR Sale","₦ 270,000,000",Guzape Main Guzape Abuja,Tastefully Finished 4 Bedroom Terrace Duplex / House FOR Sale
"Contemporary Luxury 4 Bedroom Terrace Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Contemporary Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale","₦ 185,000,000",Chevron Toll Gate Chevron Lekki Lagos,Contemporary Luxury 4 Bedroom Terrace Duplex With Bq / House FOR Sale
"4 Bedroom Duplexes With A Bq 
Engr Lere Adigun Gra Ibadan Oyo
 4 Bedroom Duplexes With A Bq / House FOR Sale","₦ 155,000,000",Engr Lere Adigun Gra Ibadan Oyo,4 Bedroom Duplexes With A Bq / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Megamound Estate Ikota Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 250,000,000",Megamound Estate Ikota Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Newly Built 4 Bedroom Maisonnette 
Ikoyi Lagos
 Newly Built 4 Bedroom Maisonnette / House FOR SALE","₦ 600,000,000",Ikoyi Lagos,Newly Built 4 Bedroom Maisonnette / House FOR SALE
"Luxury 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 340,000,000",Chevron Toll Gate Chevron Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Land 
Tiara Estate By Amen Estate Yeguda Zone Opposite Lekki International Airport Lekki Epe Expressway Eleko Ibeju Lekki Lagos
 Land / Land FOR Sale","₦ 30,000,000",Tiara Estate By Amen Estate Yeguda Zone Opposite Lekki International Airport Lekki Epe Expressway Eleko Ibeju Lekki Lagos,Land / Land FOR Sale
"Luxury 4 Bedroom Semi Detached Duplex With Bq 
Ikate Lekki Lagos
 Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale","₦ 135,000,000",Ikate Lekki Lagos,Luxury 4 Bedroom Semi Detached Duplex With Bq / House FOR Sale
"Newly Built 4 Bedroom Detached House With A Room Bq 
Oke Ira Ogba Lagos
 Newly Built 4 Bedroom Detached House With A Room Bq / House FOR Sale","₦ 165,000,000",Oke Ira Ogba Lagos,Newly Built 4 Bedroom Detached House With A Room Bq / House FOR Sale
"4 Bedroom Semi Detached Duplex 
Ologolo Lekki Lagos
 4 Bedroom Semi Detached Duplex / House FOR Sale","₦ 185,000,000",Ologolo Lekki Lagos,4 Bedroom Semi Detached Duplex / House FOR Sale
"500sqm Of Residential Lands 
Eleko Ibeju Lekki Lagos
 500sqm Of Residential Lands / Land FOR Sale","₦ 30,000,000",Eleko Ibeju Lekki Lagos,500sqm Of Residential Lands / Land FOR Sale
"3 Bedroom Terraced Duplex 
Vgc Lekki Lagos
 3 Bedroom Terraced Duplex / House FOR Sale","₦ 58,000,000",Vgc Lekki Lagos,3 Bedroom Terraced Duplex / House FOR Sale
"Beautiful Serviced 4 Bedroom Terrace Duplex 
Ajah Lagos
 Beautiful Serviced 4 Bedroom Terrace Duplex / House FOR Sale","₦ 63,000,000",Ajah Lagos,Beautiful Serviced 4 Bedroom Terrace Duplex / House FOR Sale
"Contemporary 4 Bedroom Detached Duplex With Bq 
Chevron Drive Chevron Lekki Lagos
 Contemporary 4 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 205,000,000",Chevron Drive Chevron Lekki Lagos,Contemporary 4 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 500,000,000",Osapa London Lekki Lagos,5 Bedroom Detached Duplex With Bq / House FOR Sale
"Contemporary Luxury 5 Bedroom Detached Duplex With Bq 
Osapa London Lekki Lagos
 Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 500,000,000",Osapa London Lekki Lagos,Contemporary Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"5 Bedroom Apartment 
Orchid Road Lekki Lagos
 5 Bedroom Apartment / Flat Apartment FOR Sale","₦ 400,000,000",Orchid Road Lekki Lagos,5 Bedroom Apartment / Flat Apartment FOR Sale
"5 Bedroom Detached Duplex 
Lekky County Homes Ikota Lekki Lagos
 5 Bedroom Detached Duplex / House FOR Sale","₦ 400,000,000",Lekky County Homes Ikota Lekki Lagos,5 Bedroom Detached Duplex / House FOR Sale
"Contemporary 5 Bedroom Detached Duplex With Bq 
Chevron Toll Gate Chevron Lekki Lagos
 Contemporary 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 330,000,000",Chevron Toll Gate Chevron Lekki Lagos,Contemporary 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Ajah Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 280,000,000",Ajah Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
"Luxury 5 Bedroom Detached Duplex With Bq 
Lekki Phase 1 Lekki Lagos
 Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale","₦ 950,000,000",Lekki Phase 1 Lekki Lagos,Luxury 5 Bedroom Detached Duplex With Bq / House FOR Sale
